2	349	4.0
2	296	4.0
2	292	3.0
2	537	4.0
2	272	3.0
2	261	4.0
2	539	3.0
2	588	3.0
2	500	4.0
2	153	4.0
2	405	2.0
2	144	3.0
2	110	4.0
2	273	4.0
2	593	3.0
2	235	3.0
2	590	5.0
2	253	4.0
2	168	3.0
2	592	5.0
2	319	1.0
2	62	3.0
2	468	4.0
2	480	4.0
2	586	3.0
2	661	4.0
2	508	4.0
2	509	4.0
2	300	3.0
2	497	3.0
2	585	5.0
2	377	3.0
2	150	5.0
2	339	3.0
2	410	3.0
2	454	4.0
2	350	4.0
4	349	5.0
4	296	5.0
4	588	5.0
4	153	4.0
4	364	5.0
4	616	5.0
4	185	3.0
4	410	3.0
4	1285	4.0
4	2193	3.0
4	2064	5.0
4	2033	4.0
4	1968	5.0
4	173	3.0
4	3040	5.0
4	2054	3.0
4	858	5.0
4	2003	2.0
4	1918	2.0
4	2263	3.0
4	380	3.0
4	2699	4.0
4	2085	5.0
4	3101	4.0
4	2021	4.0
4	2102	5.0
4	2788	5.0
4	1396	5.0
4	3034	5.0
4	2348	4.0
4	2086	5.0
4	1917	4.0
4	903	5.0
4	112	5.0
4	1259	4.0
4	2144	5.0
4	2078	5.0
4	1089	5.0
4	2100	5.0
4	1372	3.0
4	2140	5.0
4	2034	4.0
4	2770	1.0
4	289	4.0
4	2616	1.0
4	2734	4.0
4	435	1.0
4	541	5.0
4	1387	5.0
4	1374	4.0
4	2005	5.0
4	2141	4.0
4	434	4.0
4	2080	5.0
4	1544	3.0
4	1967	3.0
4	1282	5.0
4	2046	5.0
4	2371	4.0
4	2002	3.0
4	2018	5.0
4	1580	5.0
4	2289	5.0
4	2014	4.0
4	3104	4.0
4	1278	5.0
4	919	5.0
4	1073	5.0
4	2020	4.0
4	260	5.0
4	913	5.0
4	2087	5.0
4	2105	4.0
4	2124	4.0
4	910	4.0
4	2791	5.0
4	2268	5.0
4	329	3.0
4	3016	3.0
4	1213	5.0
4	2640	5.0
5	588	3.5
5	364	4.0
5	586	4.0
5	377	4.0
5	858	2.5
5	903	3.5
5	2770	3.5
5	1544	3.5
5	1961	4.0
5	440	4.0
5	597	5.0
5	2502	3.5
5	1393	3.5
5	1247	4.0
5	8464	4.0
5	2694	4.5
5	30793	3.5
5	33166	5.0
5	4995	4.5
5	231	3.5
5	48385	4.5
5	41566	4.0
5	2023	1.5
5	30707	4.5
5	2355	3.5
5	6373	4.0
5	788	3.5
5	41569	4.0
5	4025	4.5
5	1923	4.5
5	3	4.0
5	277	4.5
5	5816	3.0
5	40819	4.5
5	3114	3.5
15	349	3.0
15	296	5.0
15	539	2.0
15	588	0.5
15	500	3.0
15	110	3.0
15	17	3.0
15	364	4.0
15	593	5.0
15	235	4.0
15	590	3.0
15	253	2.0
15	165	3.0
15	587	1.0
15	223	4.0
15	592	4.0
15	265	1.0
15	317	1.0
15	62	2.0
15	480	3.0
15	527	4.0
15	586	2.0
15	457	5.0
15	508	1.5
15	509	2.0
15	300	4.0
15	161	3.0
15	377	4.0
15	150	3.0
15	339	2.5
15	454	3.0
15	1968	4.0
15	2054	2.0
15	858	5.0
15	2003	3.0
15	2699	3.0
15	1917	2.0
15	903	5.0
15	112	2.5
15	2100	2.0
15	594	2.5
15	2140	3.0
15	431	4.0
15	1380	2.5
15	435	1.0
15	541	5.0
15	1377	3.0
15	1387	4.0
15	434	3.0
15	1544	1.0
15	1961	3.5
15	1265	4.0
15	2371	3.5
15	1580	4.0
15	440	2.5
15	2289	4.0
15	1127	4.0
15	3060	4.0
15	919	3.0
15	1073	3.0
15	913	4.0
15	2000	3.0
15	2105	4.0
15	1954	3.0
15	3210	5.0
15	2115	4.0
15	2268	1.0
15	329	1.5
15	1213	3.0
15	2640	4.0
15	597	2.5
15	2502	5.0
15	1393	3.5
15	2762	1.0
15	1247	5.0
15	1485	3.0
15	4995	1.0
15	231	3.5
15	48385	4.0
15	2355	2.0
15	1777	2.0
15	5995	4.0
15	6373	2.0
15	4025	1.0
15	1923	4.5
15	1997	5.0
15	104	1.0
15	3114	1.0
15	2841	2.0
15	163	2.0
15	441	4.0
15	26152	4.0
15	1673	3.0
15	3007	2.5
15	237	3.5
15	549	5.0
15	5618	1.5
15	2321	3.5
15	1283	3.0
15	175	4.0
15	123	4.0
15	1882	1.5
15	88744	4.5
15	5528	1.0
15	3160	3.0
15	6620	1.5
15	608	5.0
15	4993	5.0
15	1914	3.5
15	2501	3.0
15	74458	0.5
15	3556	3.0
15	45186	2.5
15	335	2.0
15	46972	3.5
15	158238	3.5
15	86332	1.0
15	6440	3.5
15	232	4.0
15	2058	2.5
15	97938	2.5
15	4886	5.0
15	160	0.5
15	81229	3.5
15	2761	2.0
15	3173	2.5
15	83827	4.0
15	8874	2.5
15	924	5.0
15	2333	3.0
15	1249	3.0
15	6037	3.0
15	3146	1.5
15	1644	1.5
15	93840	3.5
15	107406	4.0
15	1361	3.5
15	6	4.0
15	90603	2.5
15	164	4.0
15	77561	1.0
15	44004	1.0
15	920	3.5
15	923	5.0
15	1722	3.5
15	4643	3.0
15	931	1.0
15	6936	1.0
15	1779	1.0
15	71282	2.5
15	36529	1.0
15	4148	1.0
15	574	3.0
15	1717	4.0
15	7008	3.5
15	46976	3.5
15	34334	1.5
15	1262	1.5
15	3004	1.0
15	1616	3.0
15	142507	3.0
15	8961	2.0
15	836	2.0
15	342	3.0
15	7445	1.5
15	83613	0.5
15	1689	4.5
15	2722	2.0
15	84152	3.0
15	953	3.0
15	483	1.0
15	2973	4.0
15	2108	4.5
15	170	2.5
15	4734	1.0
15	1635	4.0
15	471	3.0
15	4226	5.0
15	216	1.0
15	466	2.5
15	149	5.0
15	130452	2.0
15	4271	4.0
15	1059	1.5
15	6593	1.0
15	8011	2.0
15	1836	2.0
15	4974	2.0
15	1732	3.5
15	7346	3.0
15	4823	2.5
15	780	2.5
15	7090	3.0
15	5481	2.0
15	1912	5.0
15	26587	5.0
15	1895	2.5
15	26810	2.0
15	1358	1.0
15	1584	4.0
15	104211	3.5
15	2594	4.0
15	288	2.0
15	540	1.5
15	1589	2.0
15	2692	3.0
15	5902	4.0
15	1807	1.5
15	1816	2.5
15	7010	3.5
15	674	3.0
15	110553	0.5
15	196	2.0
15	40815	1.5
15	85414	4.0
15	31696	3.5
15	44191	2.5
15	193	1.0
15	5620	0.5
15	784	2.5
15	1792	3.0
15	1615	3.0
15	1690	1.0
15	5071	5.0
15	3635	3.5
15	1645	3.0
15	2993	4.0
15	122924	2.5
15	100032	2.0
15	1244	5.0
15	1088	2.0
15	3168	2.5
15	2528	2.0
15	1484	3.0
15	3763	2.0
15	1956	4.0
15	832	1.0
15	101362	3.0
15	4344	2.0
15	111443	4.0
15	1676	4.0
15	1546	4.0
15	2671	4.0
15	5060	1.5
15	6016	2.0
15	994	4.0
15	70	0.5
15	104241	1.0
15	2313	3.5
15	26131	5.0
15	215	4.5
15	31685	0.5
15	1260	3.0
15	19	1.0
15	54272	1.0
15	2648	3.0
15	82	5.0
15	157	2.0
15	1921	4.0
15	293	5.0
15	3083	5.0
15	1251	3.0
15	8974	2.5
15	70862	2.5
15	318	2.0
15	1608	1.0
15	628	2.5
15	1810	2.5
15	1405	3.0
15	2890	4.0
15	1729	1.0
15	3786	2.0
15	98122	0.5
15	3981	1.0
15	3512	3.0
15	48780	4.0
15	1735	0.5
15	3175	4.0
15	111	5.0
15	2575	3.0
15	1694	3.0
15	134368	4.5
15	1254	3.5
15	4638	1.0
15	30810	1.5
15	3598	3.0
15	4546	3.0
15	247	2.0
15	5956	2.5
15	2160	3.0
15	1248	3.0
15	6978	2.5
15	1883	4.0
15	2133	3.5
15	4979	5.0
15	1909	2.0
15	6552	1.5
15	172	1.0
15	176	4.0
15	1653	3.0
15	786	0.5
15	1250	4.0
15	800	5.0
15	88950	0.5
15	81782	3.0
15	708	3.0
15	4958	1.0
15	926	3.0
15	4369	3.0
15	4728	4.0
15	1272	3.5
15	81847	1.0
15	67087	1.5
15	562	3.0
15	2959	5.0
15	663	2.0
15	911	4.0
15	803	4.5
15	2428	1.0
15	2288	3.0
15	2324	2.0
15	5991	1.0
15	3134	1.0
15	535	3.0
15	524	2.5
15	6947	1.0
15	2357	3.0
15	45722	2.0
15	1845	4.0
15	909	4.0
15	2447	2.5
15	8366	2.5
15	1562	1.5
15	55765	2.0
15	1246	1.0
15	8914	4.5
15	214	2.0
15	2	2.0
15	14	2.5
15	429	1.0
15	111759	4.5
15	3536	4.0
15	63859	3.0
15	3107	3.0
15	4701	3.0
15	6641	4.0
15	1945	4.0
15	1834	3.5
15	2334	3.0
15	2617	1.0
15	3082	3.0
15	58559	4.5
15	5	4.5
15	2360	2.0
15	2912	4.0
15	2006	4.0
15	1407	5.0
15	3578	2.0
15	162	4.0
15	6003	1.5
15	802	1.0
15	2291	3.0
15	68954	2.0
15	1552	1.5
15	198	1.5
15	799	3.0
15	3077	3.0
15	21	4.5
15	1610	3.0
15	8970	2.0
15	252	2.0
15	2012	1.0
15	3489	2.0
15	2011	3.0
15	4380	2.0
17	296	5.0
17	593	4.5
17	235	5.0
17	590	3.0
17	480	0.5
17	527	4.0
17	185	3.0
17	377	0.5
17	1396	3.0
17	1089	5.0
17	541	5.0
17	2110	3.5
17	1265	4.5
17	1580	2.5
17	260	3.5
17	913	5.0
17	910	3.5
17	2791	2.0
17	1213	5.0
17	2762	4.5
17	4995	3.0
17	2023	4.0
17	1923	3.0
17	1997	4.0
17	1721	0.5
17	1092	4.0
17	307	3.5
17	3160	2.5
17	608	3.5
17	4993	4.5
17	778	4.5
17	2010	5.0
17	4886	3.5
17	8874	3.5
17	924	4.5
17	1249	2.5
17	2232	4.5
17	6	4.5
17	923	4.5
17	680	4.5
17	931	4.5
17	7445	1.0
17	2973	5.0
17	170	4.0
17	4226	5.0
17	1732	4.0
17	2594	5.0
17	2692	4.5
17	4896	0.5
17	2455	4.0
17	8665	3.5
17	3476	4.5
17	1645	3.5
17	1244	4.0
17	922	5.0
17	6016	5.0
17	1921	5.0
17	293	4.0
17	1729	2.5
17	111	5.0
17	4546	4.5
17	247	2.0
17	2657	3.0
17	2160	4.5
17	1248	5.0
17	866	4.5
17	172	3.5
17	1653	5.0
17	2959	5.0
17	1597	2.5
17	3134	5.0
17	1246	5.0
17	8914	4.5
17	2028	3.5
17	1267	5.0
17	4975	4.0
17	3578	4.0
17	912	4.5
17	198	5.0
17	2012	4.0
17	4973	4.5
17	2011	4.0
17	8973	3.5
17	942	3.5
17	1245	4.0
17	4552	4.0
17	482	0.5
17	5608	4.5
17	8983	2.5
17	928	4.5
17	1255	2.0
17	2067	4.5
17	31410	5.0
17	194	4.0
17	492	5.0
17	4645	4.5
17	5072	2.5
17	2118	4.0
17	1627	4.0
17	8195	3.0
17	965	3.5
17	4437	5.0
17	27834	4.5
17	27721	4.0
17	2892	3.5
17	1411	5.0
17	8690	3.0
17	2204	4.5
17	5881	4.0
19	349	3.0
19	296	5.0
19	292	4.0
19	537	3.0
19	261	4.0
19	500	3.0
19	153	3.0
19	110	3.0
19	364	3.0
19	593	3.0
19	235	3.0
19	223	4.0
19	550	3.0
19	551	4.0
19	527	4.0
19	586	3.0
19	661	4.0
19	457	4.0
19	509	4.0
19	377	3.0
19	150	3.0
19	339	4.0
19	454	3.0
19	350	3.0
19	858	5.0
19	380	3.0
19	1396	3.0
19	1376	3.0
19	112	3.0
19	1259	3.0
19	141	3.0
19	1089	4.0
19	1372	2.0
19	431	4.0
19	541	4.0
19	1377	3.0
19	1387	5.0
19	1374	3.0
19	434	3.0
19	1265	4.0
19	1282	4.0
19	440	3.0
19	1127	3.0
19	1278	4.0
19	1073	4.0
19	913	5.0
19	596	5.0
19	464	4.0
19	329	3.0
19	1213	5.0
19	597	3.0
19	595	5.0
19	1393	3.0
19	231	3.0
19	788	3.0
19	3	3.0
19	441	3.0
19	1092	1.0
19	1391	2.0
19	307	5.0
19	608	5.0
19	160	4.0
19	924	4.0
19	1249	4.0
19	6	3.0
19	101	3.0
19	920	4.0
19	923	5.0
19	931	3.0
19	481	1.0
19	1262	4.0
19	22	3.0
19	316	3.0
19	1284	4.0
19	308	5.0
19	648	3.0
19	914	3.0
19	780	3.0
19	1093	3.0
19	674	4.0
19	196	3.0
19	784	3.0
19	1244	4.0
19	1088	3.0
19	70	4.0
19	215	3.0
19	1260	5.0
19	293	4.0
19	1266	4.0
19	318	4.0
19	1405	3.0
19	1254	5.0
19	1248	4.0
19	494	3.0
19	1252	4.0
19	172	1.0
19	1370	4.0
19	786	3.0
19	1250	4.0
19	1272	3.0
19	11	3.0
19	145	4.0
19	2	3.0
19	1267	4.0
19	162	5.0
19	802	3.0
19	198	3.0
19	21	3.0
19	482	2.0
19	928	5.0
19	194	4.0
19	348	4.0
19	513	1.0
19	1382	1.0
19	333	3.0
19	968	5.0
19	451	3.0
19	465	5.0
19	345	3.0
19	1126	3.0
19	179	2.0
19	177	2.0
19	891	3.0
19	929	4.0
19	1090	4.0
19	63	3.0
19	547	4.0
19	334	4.0
19	475	3.0
19	522	3.0
19	580	1.0
19	1103	4.0
19	428	3.0
19	1269	4.0
19	1408	3.0
19	346	3.0
19	1441	3.0
19	97	4.0
19	805	3.0
19	612	3.0
19	58	3.0
19	966	4.0
19	1381	3.0
19	166	2.0
19	1373	3.0
19	249	3.0
19	1124	3.0
19	206	3.0
19	940	4.0
19	326	5.0
19	507	3.0
19	1023	4.0
19	1091	3.0
19	917	4.0
19	534	5.0
19	955	4.0
19	1271	3.0
19	262	5.0
19	423	3.0
19	1253	4.0
19	281	3.0
19	154	4.0
19	332	3.0
19	340	3.0
19	880	2.0
19	407	3.0
19	276	1.0
19	74	3.0
19	501	5.0
19	105	3.0
19	982	4.0
19	445	3.0
19	64	2.0
19	89	3.0
19	379	3.0
19	703	3.0
20	588	3.5
20	500	3.0
20	153	4.0
20	110	2.0
20	593	0.5
20	592	4.0
20	527	2.5
20	457	4.5
20	497	5.0
20	150	3.0
20	380	4.0
20	1580	5.0
20	260	1.5
20	597	4.0
20	595	4.0
20	1247	1.0
20	231	1.0
20	4993	4.0
20	316	3.5
20	780	5.0
20	318	4.5
20	1680	5.0
20	2959	0.5
20	750	4.0
20	912	2.0
20	8970	2.5
20	1103	4.0
20	1441	2.5
20	1378	3.0
20	671	4.0
20	26111	4.0
20	1907	4.0
20	47721	1.0
20	905	3.5
20	2690	5.0
20	5747	4.0
20	207	2.5
21	296	3.0
21	273	3.0
21	593	4.0
21	592	3.0
21	480	3.0
21	586	3.0
21	457	3.0
21	509	4.0
21	377	4.0
21	266	3.0
21	858	4.0
21	380	3.0
21	112	4.0
21	1259	4.0
21	1125	4.0
21	1089	3.0
21	1372	3.0
21	1387	3.0
21	1374	4.0
21	1371	3.0
21	1265	3.0
21	1127	3.0
21	919	4.0
21	913	4.0
21	910	3.0
21	329	3.0
21	597	3.0
21	595	3.0
21	1283	4.0
21	1394	4.0
21	543	3.0
21	924	4.0
21	920	4.0
21	923	5.0
21	316	3.0
21	914	5.0
21	780	3.0
21	95	3.0
21	288	3.0
21	899	3.0
21	196	3.0
21	1281	4.0
21	1088	2.0
21	5060	3.0
21	1266	3.0
21	1252	3.0
21	1250	4.0
21	21	3.0
21	954	4.0
21	1124	4.0
21	1091	3.0
21	1253	3.0
21	379	3.0
21	1375	3.0
21	553	3.0
21	393	3.0
21	1427	3.0
21	849	3.0
21	921	4.0
22	296	5.0
22	153	3.0
22	253	4.5
22	592	4.5
22	551	5.0
22	586	1.0
22	552	3.0
22	457	4.5
22	173	1.5
22	858	4.0
22	442	2.5
22	1376	4.0
22	1917	2.5
22	1089	4.0
22	1372	4.0
22	541	4.5
22	1387	4.0
22	1374	3.5
22	1371	2.0
22	1544	3.0
22	260	4.0
22	2115	3.5
22	2502	1.5
22	2762	4.0
22	30793	4.0
22	1682	2.5
22	231	2.5
22	2023	3.5
22	6373	2.0
22	1923	2.5
22	1997	3.0
22	5816	3.5
22	1721	3.0
22	1391	3.5
22	4993	5.0
22	4011	4.5
22	3052	2.5
22	4643	2.5
22	648	5.0
22	31696	4.0
22	784	1.5
22	1645	2.5
22	70	3.0
22	1608	2.5
22	3033	4.0
22	2959	4.0
22	2288	4.0
22	2701	2.0
22	8368	3.5
22	4701	4.0
22	2605	2.0
22	2617	2.5
22	3082	3.5
22	4975	4.5
22	2006	2.5
22	3578	3.0
22	1884	4.5
22	1255	4.0
22	1641	2.0
22	31184	4.5
22	4105	4.0
22	315	3.0
22	158	1.0
22	2459	4.0
23	296	4.5
23	292	2.5
23	588	4.0
23	153	3.0
23	110	3.5
23	593	4.5
23	235	4.0
23	253	3.5
23	319	4.5
23	62	4.0
23	480	3.5
23	527	3.5
23	586	3.5
23	509	4.5
23	300	4.0
23	497	4.5
23	858	5.0
23	2699	1.5
23	2143	1.5
23	903	3.5
23	431	3.5
23	1380	2.5
23	541	3.0
23	1387	3.5
23	1544	2.0
23	1265	4.0
23	2002	3.5
23	1580	3.5
