23,1450,8.891348611037783
23,1819,7.7765299552383285
23,1546,6.526792103853797
23,845,6.038565110792698
23,8208,5.932097080495403
23,6077,5.740216075020376
23,876,5.726304318101219
23,26578,5.694769018176575
23,5765,5.649253961641169
23,93855,5.62684583758811
102,1450,8.833104319702416
102,1819,8.295189866349466
102,8208,7.340885940580557
102,845,7.01825795314179
102,54328,6.785777041839699
102,5765,6.7512267161347195
102,3010,6.63589294777057
102,1546,6.445823909020241
102,1428,6.393123171115272
102,26587,6.385977946564637
232,845,9.387228712345042
232,1450,8.069520913438582
232,8208,7.838906699644209
232,1819,7.459271714099318
232,59429,7.368365159447697
232,51044,7.205606738822733
232,54328,6.934331754786017
232,48301,6.825845341608635
232,1546,6.753210741377214
232,26587,6.6582502845189975
242,1450,10.142291204795137
242,1819,9.497115318906605
242,26587,8.641782215359433
242,845,8.367626163928854
242,51044,7.85472382366212
242,961,7.6290161036920345
242,8208,7.607318362168306
242,3010,7.500736551212323
242,876,7.437105015184604
242,7459,7.386350542732402
263,1450,6.460291279155213
263,845,6.074644113256996
263,1819,6.005228834548962
263,54328,5.603911965502067
263,876,5.549058017522021
263,8208,5.542931410946891
263,7459,5.268377155999509
263,26587,5.218714781529454
263,48791,5.143098566310244
263,71282,5.136713807944619
311,1450,7.149007750290889
311,845,7.093163505764799
311,1819,6.515071505766853
311,7459,5.379505790282204
311,8208,5.309611578897114
311,54328,5.301508683818355
311,26587,5.0653016338467
311,1546,5.008832219363717
311,3010,4.977507287461385
311,876,4.969166383507892
363,1450,8.836700575975437
363,845,7.574021699395863
363,1819,7.383492411754424
363,50641,6.849728147930709
363,26587,6.817483639951943
363,5765,6.632525263821841
363,961,6.584164636055
363,820,6.544198221450918
363,7459,6.3691672742156085
363,2625,6.2912017294524585
387,1450,9.655477735250967
387,1819,8.102761106196672
387,8208,7.577478605618707
387,54328,7.338421384732191
387,845,7.052195263584401
387,7459,7.044488005793285
387,876,7.036432045966881
387,48791,6.957872891751716
387,50641,6.92546059379756
387,4970,6.86474678713663
452,845,8.254485776138957
452,1450,6.950587926462821
452,8208,6.58508278859621
452,1819,6.45274292447856
452,7459,6.272785406871418
452,54328,6.140684481672984
452,48301,5.8854903246718
452,26587,5.786926589710205
452,26797,5.759241114767832
