1,2905,1.0
1,2937,0.518470036381373
1,581,0.3338628654941574
1,3307,0.23429355046186823
1,3022,0.06926244294664113
1,2731,0.02898532986629271
1,904,0.0185849453439077
1,670,0.0
1,1893,0.0036085551319889886
1,1193,0.00479597071618354
2,2905,1.0
2,527,0.629817099762481
2,260,0.5304260783012449
2,2937,0.4452764053505287
2,1198,0.3084996982221637
2,745,0.2999144308833488
2,581,0.08905865832187054
2,1,0.026435695273050452
2,912,0.042678239942997576
2,3307,0.0
10,2905,1.0
10,2937,0.49595169497612834
10,745,0.3373952033431481
10,3307,0.17371417636946984
10,581,0.17516999318624182
10,3022,0.13715839240337868
10,527,0.039361490715672076
10,670,0.042357652532861945
10,953,0.02128118000378132
10,2731,0.0
11,2905,1.0
11,2858,0.7180523826216785
11,2937,0.3968215365433705
11,745,0.37239025145699456
11,527,0.2734001564343014
11,912,0.09243407585559438
11,260,0.061343918515029294
11,581,0.08351703332498017
11,1193,0.057187957240014686
11,3307,0.0
12,2905,0.9999999999999999
12,745,0.5022855877486286
12,2937,0.540746095280266
12,527,0.23416380450246632
12,3307,0.12987579407926908
12,581,0.10609161946526158
12,260,0.07521557813837731
12,912,0.046964813558902474
12,1193,0.0139589751075474
12,904,0.0
21,2905,1.0000000000000002
21,745,0.6022685022665197
21,2937,0.47954463272741665
21,581,0.2508826645545751
21,527,0.15437692982334306
21,3307,0.14923417509092296
21,720,0.07031869391660073
21,1193,0.03704320286085311
21,2731,0.009780655568463359
21,904,0.0
23,2905,0.9999999999999999
23,1198,0.6181944244596985
23,2571,0.47939063112777436
23,2937,0.5042628824884051
23,527,0.35902023087677126
23,912,0.19307627050850307
23,581,0.13354238710329125
23,904,0.08542812076991291
23,1193,0.02293089993173103
23,3307,0.0
29,2905,1.0
29,2937,0.55371901825989
29,745,0.41373942608322445
29,527,0.27201590958157273
29,3307,0.31969203919458167
29,904,0.19464999672934968
29,1193,0.14109550800048776
29,581,0.12015505571858276
29,3022,0.056635095168259264
29,2731,0.0
32,2905,1.0
32,2858,0.41830562755327727
32,2937,0.41940063401227945
32,581,0.2007730446482503
32,1193,0.10629651500246473
32,527,0.1429444665698889
32,2997,0.10012655892147182
32,3307,0.09453992959808799
32,720,0.07543724122411599
32,904,0.0
33,2905,1.0
33,2937,0.5501260857951042
33,527,0.4963101672228851
33,745,0.39034912714999315
33,912,0.403206343646356
33,3307,0.2868784060390429
33,1196,0.23855818011850616
33,3022,0.06806743810796212
33,720,0.013411492674985537
33,2731,0.0
35,2905,1.0
35,2937,0.5222267694238191
35,745,0.4608100300129302
35,527,0.22095248918793964
35,3307,0.280049948990157
35,1193,0.20384280483896977
35,912,0.17081737834952349
35,260,0.10813485723479854
35,581,0.03891289255098607
35,593,0.0
38,2905,1.0
38,745,0.5905310215123196
38,2937,0.4630214783280214
38,527,0.31994056130075516
38,581,0.1847180315723
38,3307,0.13774518341079028
38,720,0.0555259674855077
38,904,0.030616926620670615
38,1193,0.010063530251262442
38,912,0.0
39,2905,1.0
39,745,0.6297422878252529
39,2937,0.3755489129649947
39,527,0.3077816735810054
39,581,0.16607667650716318
39,3307,0.059107524784101084
39,720,0.08497333277322039
39,593,0.05285539414886942
39,1193,0.04479683652715871
39,912,0.0
40,2905,1.0
40,2937,0.5240551893752541
40,745,0.4736788479947771
